params,PutOnPlateInScene25Carrot-v1-test,PutOnPlateInScene25Carrot-v1-train,PutOnPlateInScene25EEPose-v1-test,PutOnPlateInScene25Instruct-v1-test,PutOnPlateInScene25MultiCarrot-v1-test,PutOnPlateInScene25MultiCarrot-v1-train,PutOnPlateInScene25MultiPlate-v1-test,PutOnPlateInScene25MultiPlate-v1-train,PutOnPlateInScene25Plate-v1-test,PutOnPlateInScene25Position-v1-test,PutOnPlateInScene25PositionChangeTo-v1-test,PutOnPlateInScene25VisionImage-v1-test,PutOnPlateInScene25VisionTexture03-v1-test,PutOnPlateInScene25VisionTexture05-v1-test,PutOnPlateInScene25VisionWhole03-v1-test,PutOnPlateInScene25VisionWhole05-v1-test,avg_success_train,avg_success_test,avg_success_all
ppo;clip;para1=0.1;para2=0.0;para3=0,0.6510416666666666,0.828125,0.6927083333333334,0.7395833333333334,0.53125,0.640625,0.4895833333333333,0.734375,0.6614583333333334,0.65625,0.625,0.8020833333333334,0.7239583333333334,0.546875,0.703125,0.5833333333333334,0.734375,0.6466346153846154,0.6630859375
ppo;clip;para1=0.2;para2=0.0;para3=0,0.6822916666666666,0.8333333333333334,0.7604166666666666,0.8229166666666666,0.4739583333333333,0.7708333333333334,0.4895833333333333,0.765625,0.6666666666666666,0.6979166666666666,0.71875,0.828125,0.71875,0.59375,0.7916666666666666,0.6979166666666666,0.7899305555555557,0.687900641025641,0.70703125
ppo;clip;para1=0.3;para2=0.0;para3=0,0.7239583333333334,0.8697916666666666,0.8541666666666666,0.8802083333333334,0.6041666666666666,0.7708333333333334,0.6197916666666666,0.7708333333333334,0.75,0.7447916666666666,0.703125,0.8333333333333334,0.7291666666666666,0.578125,0.828125,0.6041666666666666,0.8038194444444445,0.7271634615384616,0.7415364583333334
ppo;clip;para1=0.329;para2=0.0;para3=0,0.65625,0.8177083333333334,0.671875,0.8072916666666666,0.5208333333333334,0.6510416666666666,0.4479166666666667,0.7552083333333334,0.53125,0.65625,0.640625,0.7864583333333334,0.6666666666666666,0.5625,0.6614583333333334,0.53125,0.7413194444444445,0.6262019230769231,0.6477864583333334
ppo;clip;para1=0.4;para2=0.0;para3=0,0.7395833333333334,0.8489583333333334,0.8489583333333334,0.8333333333333334,0.5885416666666666,0.75,0.5416666666666666,0.8177083333333334,0.7395833333333334,0.6979166666666666,0.7291666666666666,0.8229166666666666,0.796875,0.5416666666666666,0.75,0.5729166666666666,0.8055555555555557,0.7079326923076923,0.7262369791666666
ppo;clip;para1=0.422;para2=0.0;para3=0,0.65625,0.8072916666666666,0.6458333333333334,0.7552083333333334,0.515625,0.6614583333333334,0.4583333333333333,0.71875,0.5416666666666666,0.5885416666666666,0.625,0.7916666666666666,0.6979166666666666,0.4427083333333333,0.6822916666666666,0.5416666666666666,0.7291666666666666,0.6109775641025641,0.6331380208333334
ppo;clip;para1=0.5;para2=0.0;para3=0,0.6875,0.8489583333333334,0.7291666666666666,0.78125,0.53125,0.7708333333333334,0.4895833333333333,0.7291666666666666,0.6979166666666666,0.6822916666666666,0.7135416666666666,0.859375,0.7083333333333334,0.5364583333333334,0.7604166666666666,0.65625,0.7829861111111112,0.6794871794871795,0.6988932291666666
ppo;clip_cov;para1=0.0002;para2=1.0;para3=5.0,0.6927083333333334,0.84375,0.703125,0.7604166666666666,0.5,0.6927083333333334,0.4895833333333333,0.71875,0.59375,0.6666666666666666,0.6770833333333334,0.8333333333333334,0.7135416666666666,0.515625,0.71875,0.59375,0.7517361111111112,0.6506410256410257,0.6695963541666666
ppo;clip_high;para1=0.2;para2=0.28;para3=0,0.6458333333333334,0.7864583333333334,0.6666666666666666,0.7552083333333334,0.5208333333333334,0.7604166666666666,0.4583333333333333,0.75,0.5885416666666666,0.65625,0.6770833333333334,0.8125,0.6822916666666666,0.4895833333333333,0.7395833333333334,0.546875,0.765625,0.6338141025641026,0.6585286458333334
ppo;clip_high;para1=0.329;para2=0.5;para3=0,0.6875,0.8541666666666666,0.7604166666666666,0.8072916666666666,0.5729166666666666,0.7239583333333334,0.4479166666666667,0.734375,0.5677083333333334,0.7239583333333334,0.703125,0.8125,0.7083333333333334,0.546875,0.7760416666666666,0.6041666666666666,0.7708333333333334,0.6706730769230769,0.689453125
ppo;clip_high;para1=0.329;para2=0.6;para3=0,0.6927083333333334,0.875,0.71875,0.8333333333333334,0.515625,0.7604166666666666,0.5364583333333334,0.734375,0.65625,0.6822916666666666,0.7083333333333334,0.8333333333333334,0.765625,0.578125,0.7552083333333334,0.578125,0.7899305555555555,0.6810897435897435,0.7014973958333334
ppo;dynamic_clip;para1=0.2;para2=0.28;para3=3.0,0.6197916666666666,0.8125,0.7083333333333334,0.7135416666666666,0.4791666666666667,0.6822916666666666,0.4375,0.6145833333333334,0.453125,0.6614583333333334,0.6822916666666666,0.7916666666666666,0.7083333333333334,0.5677083333333334,0.7083333333333334,0.53125,0.703125,0.6201923076923077,0.6357421875
ppo;soft_gated;para1=1.0;para2=1.05;para3=0,0.4427083333333333,0.671875,0.4479166666666667,0.5416666666666666,0.421875,0.484375,0.3385416666666667,0.4635416666666667,0.4270833333333333,0.359375,0.5052083333333334,0.6614583333333334,0.53125,0.3385416666666667,0.5729166666666666,0.4270833333333333,0.5399305555555556,0.46274038461538464,0.4772135416666667
ppo;trgc;para1=0.03;para2=0.0;para3=0,0.6302083333333334,0.8333333333333334,0.6875,0.7552083333333334,0.578125,0.671875,0.4270833333333333,0.65625,0.5833333333333334,0.6302083333333334,0.6354166666666666,0.8489583333333334,0.7135416666666666,0.5364583333333334,0.7760416666666666,0.5833333333333334,0.7204861111111112,0.6450320512820512,0.6591796875
ppo;trgc;para1=0.06;para2=0.0;para3=0,0.6927083333333334,0.8177083333333334,0.65625,0.7395833333333334,0.4947916666666667,0.7083333333333334,0.4114583333333333,0.7552083333333334,0.5625,0.6614583333333334,0.6302083333333334,0.7552083333333334,0.6875,0.515625,0.7291666666666666,0.5260416666666666,0.7604166666666666,0.6201923076923077,0.646484375
ppo;trgc;para1=0.07;para2=0.0;para3=0,0.6979166666666666,0.859375,0.7447916666666666,0.8177083333333334,0.546875,0.7708333333333334,0.53125,0.7447916666666666,0.7239583333333334,0.734375,0.6770833333333334,0.8177083333333334,0.75,0.5833333333333334,0.7395833333333334,0.5729166666666666,0.7916666666666666,0.6875,0.70703125
ppo;trgc;para1=0.08;para2=0.0;para3=0,0.6510416666666666,0.8229166666666666,0.6927083333333334,0.765625,0.5729166666666666,0.6614583333333334,0.4895833333333333,0.7552083333333334,0.609375,0.6614583333333334,0.6875,0.7552083333333334,0.7239583333333334,0.6041666666666666,0.7395833333333334,0.6145833333333334,0.7465277777777778,0.6590544871794872,0.6754557291666666
ppo;trgc;para1=0.1;para2=0.0;para3=0,0.6614583333333334,0.8020833333333334,0.6875,0.75,0.5104166666666666,0.671875,0.5,0.7604166666666666,0.5729166666666666,0.6354166666666666,0.6041666666666666,0.7864583333333334,0.734375,0.5625,0.7760416666666666,0.625,0.7447916666666666,0.6466346153846154,0.6650390625
ppo;trgppo;para1=0.05;para2=0.0;para3=0,0.25,0.4427083333333333,0.296875,0.359375,0.19791666666666666,0.3333333333333333,0.203125,0.359375,0.265625,0.2916666666666667,0.34375,0.4010416666666667,0.3802083333333333,0.2708333333333333,0.40625,0.3541666666666667,0.37847222222222215,0.30929487179487175,0.322265625
ppo;trgppo;para1=0.06;para2=0.0;para3=0,0.609375,0.78125,0.6614583333333334,0.6979166666666666,0.421875,0.6145833333333334,0.4739583333333333,0.7135416666666666,0.5729166666666666,0.515625,0.5677083333333334,0.71875,0.6302083333333334,0.4375,0.625,0.4479166666666667,0.703125,0.5677083333333333,0.5930989583333334
ppo;trgppo;para1=0.07;para2=0.0;para3=0,0.0,0.0,0.0,0.0,0.005208333333333333,0.010416666666666666,0.0,0.005208333333333333,0.010416666666666666,0.005208333333333333,0.0,0.010416666666666666,0.010416666666666666,0.0,0.005208333333333333,0.0,0.005208333333333333,0.003605769230769231,0.00390625
ppo;trgppo;para1=0.08;para2=0.0;para3=0,0.14583333333333334,0.2708333333333333,0.16666666666666666,0.21354166666666666,0.09375,0.18229166666666666,0.16145833333333334,0.13541666666666666,0.125,0.08333333333333333,0.140625,0.4010416666666667,0.296875,0.21354166666666666,0.34375,0.3385416666666667,0.19618055555555555,0.20953525641025642,0.20703125
ppo;trgppo;para1=0.09;para2=0.0;para3=0,0.4583333333333333,0.5,0.359375,0.5,0.3489583333333333,0.4791666666666667,0.2864583333333333,0.53125,0.4270833333333333,0.3541666666666667,0.359375,0.6666666666666666,0.3697916666666667,0.3177083333333333,0.4739583333333333,0.2760416666666667,0.5034722222222222,0.3998397435897436,0.4192708333333333
