params,PutOnPlateInScene25Carrot-v1-test,PutOnPlateInScene25Carrot-v1-train,PutOnPlateInScene25EEPose-v1-test,PutOnPlateInScene25Instruct-v1-test,PutOnPlateInScene25MultiCarrot-v1-test,PutOnPlateInScene25MultiCarrot-v1-train,PutOnPlateInScene25MultiPlate-v1-test,PutOnPlateInScene25MultiPlate-v1-train,PutOnPlateInScene25Plate-v1-test,PutOnPlateInScene25Position-v1-test,PutOnPlateInScene25PositionChangeTo-v1-test,PutOnPlateInScene25VisionImage-v1-test,PutOnPlateInScene25VisionTexture03-v1-test,PutOnPlateInScene25VisionTexture05-v1-test,PutOnPlateInScene25VisionWhole03-v1-test,PutOnPlateInScene25VisionWhole05-v1-test,avg_success_train,avg_success_test,avg_success_all
ppo;trgc;para1=0.05;para2=0.0;para3=1+steps_0249,0.640625,0.78125,0.6875,0.75,0.515625,0.65625,0.4947916666666667,0.703125,0.6302083333333334,0.6145833333333334,0.703125,0.7864583333333334,0.71875,0.6041666666666666,0.6875,0.546875,0.7135416666666666,0.6446314102564101,0.6575520833333333
ppo;trgc;para1=0.06;para2=0.0;para3=1+steps_0249,0.765625,0.890625,0.8072916666666666,0.8177083333333334,0.578125,0.7447916666666666,0.5364583333333334,0.78125,0.703125,0.7239583333333334,0.7239583333333334,0.8802083333333334,0.75,0.5833333333333334,0.7760416666666666,0.5677083333333334,0.8055555555555555,0.7087339743589743,0.7268880208333334
ppo;trgc;para1=0.07;para2=0.0;para3=1+steps_0249,0.6927083333333334,0.859375,0.6614583333333334,0.71875,0.5260416666666666,0.703125,0.4791666666666667,0.671875,0.65625,0.6875,0.7135416666666666,0.796875,0.7760416666666666,0.5677083333333334,0.7395833333333334,0.59375,0.7447916666666666,0.6622596153846154,0.6777343750000001
ppo;trgc;para1=0.08;para2=0.0;para3=1+steps_0249,0.7239583333333334,0.875,0.6927083333333334,0.7760416666666666,0.5520833333333334,0.71875,0.46875,0.6822916666666666,0.7083333333333334,0.703125,0.6822916666666666,0.8333333333333334,0.7447916666666666,0.5104166666666666,0.7395833333333334,0.578125,0.7586805555555555,0.670272435897436,0.6868489583333334
ppo;trgc;para1=0.09;para2=0.0;para3=1+steps_0249,0.765625,0.8489583333333334,0.78125,0.75,0.5104166666666666,0.7864583333333334,0.4427083333333333,0.6979166666666666,0.6614583333333334,0.6666666666666666,0.7291666666666666,0.8541666666666666,0.734375,0.5572916666666666,0.78125,0.6197916666666666,0.7777777777777778,0.6810897435897435,0.6992187499999999
ppo;trgc;para1=1.0;para2=0.07;para3=1+steps_0249,0.6927083333333334,0.8645833333333334,0.7083333333333334,0.75,0.5572916666666666,0.765625,0.5,0.734375,0.671875,0.671875,0.6979166666666666,0.8333333333333334,0.734375,0.625,0.78125,0.5625,0.7881944444444445,0.6758814102564104,0.6969401041666666
